id,position,country,jurisdiction,deputy,list,start,end,before,after,enwiki
Q2114150,Lantråd,Q33,Q5689,,,,,,,Lantråd
Q4112587,Vice lantråd,Q33,Q5689,,,,,,,Vice lantråd
Q107724982,Minister of Development,Q33,Q5689,,,,,,,
Q25712439,Minister of Education and Culture,Q33,Q5689,,,,,,,
Q25712439,Minister of Education and Culture,Q33,Q5689,,,,,,,
Q23375654,Minister of Finance,Q33,Q5689,,,,,,,
Q107724664,Minister for Industry and Trade,Q33,Q5689,,,,,,,
Q107724921,Minister for Infrastructure,Q33,Q5689,,,,,,,
Q107724976,Minister for Social Affairs and Health,Q33,Q5689,,,,,,,
Q6597973,Speaker of the Parliament of Åland,Q33,Q5689,,,,,,,Speaker of the Parliament of Åland
